№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
614,12005080,4,12005080405,3,181,181,0
615,12005080,5,12005080505,8,182,181,1
616,12005080,6,12005080605,2,181,181,0
617,12005085,1,12005085105,2,181,181,0
618,12005085,2,12005085205,2,181,181,0
619,12005085,3,12005085305,3,181,181,0
620,12005085,4,12005085405,3,181,181,0
621,12005085,5,12005085505,3,181,181,0
622,12005085,6,12005085605,1,181,181,0
623,12005090,1,12005090105,4,182,181,1
624,12005090,2,12005090205,4,252,248,4
625,12005090,2,12005090205,4,181,180,1
626,12005090,2,12005090205,4,181,180,1
627,12005090,3,12005090305,0,181,180,1
628,12005090,4,12005090405,3,182,181,1
629,12005090,5,12005090505,7,182,181,1
630,12005090,6,12005090605,6,181,181,0
631,12005095,1,12005095105,3,252,249,3
632,12005095,1,12005095105,3,181,180,1
633,12005095,2,12005095205,1,182,180,2
634,12005095,3,12005095305,4,182,180,2
635,12005095,4,12005095405,2,181,181,0
636,12005095,5,12005095505,10,182,181,1
637,12005095,6,12005095605,0,182,181,1
638,12005100,1,12005100105,5,181,181,0
639,12005100,2,12005100205,2,182,180,2
640,12005100,3,12005100305,1,181,180,1
641,12005100,4,12005100405,6,181,180,1
642,12005100,5,12005100505,10,182,180,2
643,12005100,6,12005100605,7,182,181,1
644,12005105,1,12005105105,10,181,180,1
645,12005105,2,12005105205,2,181,181,0
646,12005105,3,12005105305,3,182,181,1
647,12005105,4,12005105405,2,181,180,1
648,12005105,5,12005105505,7,182,181,1
649,12005105,6,12005105605,4,181,180,1
650,12005110,1,12005110105,1,181,180,1
651,12005110,2,12005110205,7,181,180,1
652,12005110,3,12005110305,6,181,179,2
653,12005110,4,12005110405,2,180,179,1
654,12005110,5,12005110505,1,181,181,0
655,12005110,6,12005110605,4,182,181,1
656,12005115,1,12005115105,7,182,181,1
657,12005115,2,12005115205,1,180,180,0
658,12005115,3,12005115305,3,180,179,1
659,12005115,4,12005115405,6,182,181,1
660,12005115,5,12005115505,10,181,180,1
661,12005115,6,12005115605,2,182,181,1
662,12005120,1,12005120105,4,182,181,1
663,12005120,2,12005120205,6,181,181,0
664,12005120,3,12005120305,1,181,180,1
665,12005120,4,12005120405,2,180,179,1
666,12005120,5,12005120505,10,182,181,1
667,12005120,6,12005120605,4,180,179,1
668,12005125,1,12005125105,3,181,180,1
669,12005125,2,12005125205,4,182,180,2
670,12005125,3,12005125305,3,182,181,1
671,12005125,4,12005125405,6,181,180,1
672,12005125,5,12005125505,7,182,180,2
673,12005125,6,12005125605,9,182,181,1
674,12005130,1,12005130105,4,182,180,2
675,12005130,2,12005130205,8,181,180,1
676,12005130,3,12005130305,7,182,181,1
677,12005130,4,12005130405,3,181,180,1
678,12005130,5,12005130505,3,182,180,2
679,12005130,6,12005130605,4,182,181,1
680,12005134,1,12005134105,5,182,181,1
681,12005134,2,12005134205,3,181,180,1
682,12005134,3,12005134305,3,182,180,2
683,12005134,4,12005134405,3,181,180,1
684,12005134,5,12005134505,7,182,180,2
685,12005134,6,12005134605,5,182,181,1
686,12005138,1,12005138105,2,182,181,1
687,12005138,2,12005138205,9,181,180,1
688,12005138,3,12005138305,3,181,181,0
689,12005138,4,12005138405,4,181,181,0
690,12005138,5,12005138505,10,182,180,2
691,12005138,6,12005138605,2,181,180,1
692,12005143,1,12005143105,3,181,180,1
693,12005143,2,12005143205,3,182,181,1
694,12005143,3,12005143305,3,182,181,1
695,12005143,4,12005143405,2,181,181,0
696,12005143,5,12005143505,1,181,180,1
697,12005143,6,12005143605,1,181,180,1
698,12005148,1,12005148105,6,181,182,-1
699,12005148,2,12005148205,1,182,181,1
700,12005148,3,12005148305,2,182,180,2
701,12005148,4,12005148405,4,182,181,1
702,12005148,5,12005148505,2,181,180,1
703,12005148,6,12005148605,4,181,180,1
704,12005153,1,12005153105,3,182,181,1
705,12005153,2,12005153205,2,181,180,1
706,12005153,3,12005153305,3,181,181,0
707,12005153,5,12005153505,8,183,181,2
708,12005153,6,12005153605,1,180,180,0
709,12005156,1,12005156105,0,180,180,0
710,12005156,2,12005156205,1,182,182,0
711,12005156,3,12005156305,0,182,180,2
712,12005156,4,12005156405,3,181,180,1
713,12005156,5,12005156505,10,181,181,0
714,12005156,6,12005156605,10,181,180,1
715,12005161,1,12005161105,9,182,180,2
716,12005161,2,12005161205,9,181,180,1
717,12005161,3,12005161305,0,180,180,0
718,12005161,4,12005161405,7,182,182,0
719,12005161,5,12005161505,5,182,181,1
720,12005161,6,12005161605,1,180,180,0
721,12005166,1,12005166105,1,182,180,2
722,12005166,2,12005166205,1,181,181,0
723,12005166,3,12005166305,4,182,181,1
724,12005166,4,12005166405,1,180,180,0
725,12005166,5,12005166505,2,181,180,1
726,12005166,6,12005166605,3,182,182,0
727,12005171,1,12005171105,3,182,181,1
728,12005171,2,12005171205,3,182,180,2
729,12005171,3,12005171305,6,181,180,1
730,12005171,4,12005171405,4,182,180,2
731,12005171,5,12005171505,3,181,180,1
732,12005171,6,12005171605,6,181,180,1
733,12005176,1,12005176105,4,182,180,2
734,12005176,2,12005176205,3,181,180,1
735,12005176,3,12005176305,5,182,181,1
736,12005176,4,12005176405,5,181,180,1
737,12005176,5,12005176505,9,182,180,2
738,12005176,6,12005176605,5,181,180,1
739,12005181,1,12005181105,5,181,180,1
740,12005181,2,12005181205,4,182,181,1
741,12005181,3,12005181305,3,182,180,2
742,12005181,4,12005181405,3,181,180,1
743,12005181,5,12005181505,10,182,180,2
744,12005181,6,12005181605,5,182,181,1
745,12005186,1,12005186105,4,180,179,1
746,12005186,2,12005186205,10,181,180,1
747,12005186,3,12005186305,2,182,181,1
748,12005186,4,12005186405,7,180,180,0
749,12005186,5,12005186505,7,181,180,1
750,12005186,6,12005186605,5,180,180,0
751,12005191,1,12005191105,2,180,180,0
752,12005191,2,12005191205,7,180,179,1
753,12005191,3,12005191305,6,181,180,1
754,12005191,4,12005191405,5,181,181,0
755,12005191,5,12005191505,8,181,180,1
756,12005191,6,12005191605,2,180,180,0
757,12005196,1,12005196105,4,181,181,0
758,12005196,2,12005196205,10,182,181,1
759,12005196,3,12005196305,2,180,180,0
760,12005196,4,12005196405,6,180,179,1
761,12005196,5,12005196505,3,181,180,1
762,12005196,6,12005196605,2,181,181,0
763,12005201,1,12005201105,4,181,181,0
764,12005201,2,12005201205,2,182,180,2
765,12005201,3,12005201305,3,181,180,1
766,12005201,4,12005201405,4,182,181,1
767,12005201,5,12005201505,2,181,180,1
768,12005201,6,12005201605,2,181,181,0
769,12005202,1,12005202105,1,182,180,2
770,12005202,2,12005202205,5,180,180,0
771,12005202,3,12005202305,4,181,180,1
772,12005202,4,12005202405,3,182,182,0
773,12005202,5,12005202505,3,182,180,2
774,12005202,6,12005202605,3,181,181,0
775,12005206,1,12005206105,7,181,180,1
776,12005206,2,12005206205,7,180,180,0
777,12005206,3,12005206305,3,182,180,2
778,12005206,4,12005206405,6,182,182,0
779,12005206,5,12005206505,0,181,181,0
780,12005206,6,12005206605,0,180,180,0
781,12005211,1,12005211105,4,182,180,2
782,12005211,2,12005211205,4,181,180,1
783,12005211,3,12005211305,1,181,181,0
784,12005211,4,12005211405,0,182,181,1
785,12005211,5,12005211505,5,180,180,0
786,12005211,6,12005211605,2,181,180,1
787,12005216,1,12005216105,10,180,180,0
788,12005216,2,12005216205,4,182,180,2
789,12005216,3,12005216305,1,181,180,1
790,12005216,4,12005216405,4,181,181,0
791,12005216,5,12005216505,7,182,182,0
792,12005216,6,12005216605,5,181,181,0
793,12005223,1,12005223105,10,181,180,1
794,12005223,2,12005223205,3,181,181,0
795,12005223,3,12005223305,3,182,180,2
796,12005223,4,12005223405,5,181,181,0
797,12005223,5,12005223505,7,182,180,2
798,12005223,6,12005223605,4,181,180,1
799,12005224,1,12005224105,6,182,180,2
800,12005224,2,12005224205,4,182,181,1
801,12005224,3,12005224305,5,182,180,2
802,12005224,4,12005224405,6,182,181,1
803,12005224,5,12005224505,3,182,181,1
804,12005224,6,12005224605,2,182,181,1
805,12005227,1,12005227105,2,182,181,1
806,12005227,2,12005227205,5,182,181,1
807,12005227,3,12005227305,8,182,180,2
808,12005227,4,12005227405,1,182,180,2
809,12005227,5,12005227505,9,182,181,1
810,12005227,6,12005227605,2,182,180,2
811,12005233,1,12005233105,1,181,180,1
812,12005233,2,12005233205,5,181,180,1
813,12005233,3,12005233305,6,182,180,2
814,12005233,4,12005233405,2,181,180,1
815,12005233,5,12005233505,9,182,180,2
816,12005233,6,12005233605,2,181,181,0
817,12005238,1,12005238105,2,182,180,2
818,12005238,2,12005238205,5,182,180,2
819,12005238,3,12005238305,7,182,181,1
820,12005238,4,12005238405,1,181,180,1
821,12005238,6,12005238605,2,181,180,1
822,12005243,1,12005243105,8,182,181,1
823,12005243,2,12005243205,5,182,181,1
824,12005243,3,12005243305,2,181,181,0
825,12005243,4,12005243405,6,182,180,2
826,12005243,5,12005243505,2,181,180,1
827,12005243,6,12005243605,1,181,180,1
828,12005248,1,12005248105,7,182,181,1
829,12005248,2,12005248205,0,181,181,0
830,12005248,3,12005248305,2,181,181,0
831,12005248,4,12005248405,2,181,181,0
832,12005248,5,12005248505,5,182,181,1
833,12005248,6,12005248605,2,181,181,0
834,12005253,1,12005253105,10,182,180,2
835,12005253,2,12005253205,1,181,181,0
836,12005253,3,12005253305,4,182,181,1
837,12005253,4,12005253405,0,181,181,0
838,12005253,5,12005253505,2,181,181,0
839,12005253,6,12005253605,1,181,181,0
840,12005258,1,12005258105,2,181,181,0
841,12005258,2,12005258205,0,181,181,0
842,12005258,3,12005258305,4,182,181,1
843,12005258,4,12005258405,2,181,181,0
844,12005258,5,12005258505,3,181,181,0
845,12005258,6,12005258605,1,181,181,0
846,12005261,1,12005261105,3,182,182,0
847,12005261,2,12005261205,2,182,180,2
848,12005261,3,12005261305,2,182,180,2
849,12005261,4,12005261405,9,182,181,1
850,12005261,5,12005261505,9,182,182,0
851,12005261,6,12005261605,5,182,181,1
852,12005265,1,12005265105,3,182,180,2
853,12005265,2,12005265205,8,182,181,1
854,12005265,3,12005265305,1,182,181,1
855,12005265,4,12005265405,9,182,180,2
856,12005265,5,12005265505,2,182,180,2
857,12005265,6,12005265605,9,182,181,1
858,12005270,1,12005270105,4,182,182,0
859,12005270,2,12005270205,3,182,182,0
860,12005270,3,12005270305,1,182,180,2
861,12005270,4,12005270405,2,182,182,0
862,12005270,5,12005270505,2,182,181,1
863,12005270,6,12005270605,4,181,181,0
864,12005275,1,12005275105,2,182,180,2
865,12005275,2,12005275205,7,181,180,1
866,12005275,3,12005275305,7,182,180,2
867,12005275,4,12005275405,8,182,181,1
868,12005275,5,12005275505,1,181,180,1
869,12005275,6,12005275605,6,182,180,2
870,12005280,1,12005280105,3,180,179,1
871,12005280,2,12005280205,2,181,180,1
872,12005280,3,12005280305,5,181,181,0
873,12005280,4,12005280405,1,180,180,0
874,12005280,5,12005280505,9,181,180,1
875,12005280,6,12005280605,7,182,181,1
876,12005285,1,12005285105,1,181,180,1
877,12005285,2,12005285205,6,181,181,0
878,12005285,3,12005285305,5,181,181,0
879,12005285,4,12005285405,5,180,180,0
880,12005285,5,12005285505,4,180,179,1
881,12005285,6,12005285605,2,181,180,1
882,12005290,1,12005290105,4,181,181,0
883,12005290,2,12005290205,2,181,180,1
884,12005290,3,12005290305,4,182,181,1
885,12005290,4,12005290405,6,181,180,1
886,12005290,5,12005290505,9,182,181,1
887,12005290,6,12005290605,8,180,180,0
888,12005295,1,12005295105,3,181,181,0
889,12005295,2,12005295205,6,182,180,2
890,12005295,3,12005295305,1,181,181,0
891,12005295,4,12005295405,5,182,181,1
892,12005295,5,12005295505,2,181,181,0
893,12005295,6,12005295605,3,181,181,0
894,12005300,1,12005300105,1,181,181,0
895,12005300,2,12005300205,2,181,181,0
896,12005300,3,12005300305,0,181,181,0
897,12005300,4,12005300405,1,181,181,0
898,12005300,5,12005300505,3,181,181,0
899,12005300,6,12005300605,2,181,181,0
900,12005301,1,12005301105,4,182,181,1
901,12005301,2,12005301205,7,182,180,2
902,12005301,3,12005301305,3,182,181,1
903,12005301,4,12005301405,5,182,181,1
904,12005301,5,12005301505,9,182,180,2
905,12005301,6,12005301605,5,182,181,1
906,12005305,1,12005305105,9,182,180,2
907,12005305,2,12005305205,3,181,181,0
908,12005305,3,12005305305,3,181,181,0
909,12005305,4,12005305405,1,181,181,0
910,12005305,5,12005305505,9,182,181,1
911,12005305,6,12005305605,10,182,181,1
912,12005310,1,12005310105,10,181,180,1
913,12005310,2,12005310205,3,181,181,0
914,12005310,3,12005310305,0,182,180,2
915,12005310,4,12005310405,3,182,181,1
916,12005310,5,12005310505,1,181,180,1
917,12005310,6,12005310605,10,181,180,1
918,12005315,1,12005315105,10,182,181,1
919,12005315,2,12005315205,1,182,181,1
920,12005315,3,12005315305,2,181,181,0
921,12005315,4,12005315405,7,181,180,1
922,12005315,4,12005315405,7,181,180,1
923,12005315,5,12005315505,7,180,180,0
924,12005315,6,12005315605,1,182,180,2
925,12005322,1,12005322105,7,180,180,0
926,12005322,2,12005322205,2,181,180,1
927,12005322,3,12005322305,2,181,180,1
928,12005322,4,12005322405,4,181,180,1
929,12005322,5,12005322505,10,182,180,2
930,12005322,6,12005322605,0,182,180,2
931,12005323,1,12005323105,3,181,180,1
932,12005323,2,12005323205,10,182,181,1
933,12005323,3,12005323305,4,180,180,0
934,12005323,4,12005323405,2,182,180,2
935,12005323,5,12005323505,8,181,180,1
936,12005323,6,12005323605,4,181,181,0
937,12005327,1,12005327105,3,181,180,1
938,12005327,2,12005327205,4,182,181,1
939,12005327,3,12005327305,2,180,179,1
940,12005327,4,12005327405,6,181,181,0
941,12005327,5,12005327505,8,181,180,1
942,12005327,6,12005327605,1,181,180,1
943,12005332,1,12005332105,5,181,181,0
944,12005332,2,12005332205,5,181,180,1
945,12005332,3,12005332305,3,180,179,1
946,12005332,4,12005332405,3,180,180,0
947,12005332,5,12005332505,10,181,181,0
948,12005332,6,12005332605,4,180,179,1
949,12005337,1,12005337105,4,182,180,2
950,12005337,2,12005337205,2,180,179,1
951,12005337,3,12005337305,6,181,180,1
952,12005337,4,12005337405,4,181,179,2
953,12005337,5,12005337505,5,182,180,2
954,12005337,6,12005337605,9,180,179,1
955,12005342,1,12005342105,5,182,181,1
956,12005342,2,12005342205,2,180,180,0
957,12005342,3,12005342305,2,181,181,0
958,12005342,4,12005342405,2,180,179,1
959,12005342,5,12005342505,5,181,180,1
960,12005342,6,12005342605,7,180,180,0
961,12005347,1,12005347105,9,182,181,1
962,12005347,2,12005347205,3,181,180,1
963,12005347,3,12005347305,6,182,180,2
964,12005347,4,12005347405,3,181,180,1
965,12005347,5,12005347505,3,182,180,2
966,12005347,6,12005347605,5,181,180,1
967,12005352,1,12005352105,10,181,180,1
968,12005352,2,12005352205,4,182,180,2
969,12005352,3,12005352305,3,182,180,2
970,12005352,4,12005352405,3,181,180,1
971,12005352,5,12005352505,10,182,180,2
972,12005352,6,12005352605,5,181,180,1
973,12005357,1,12005357105,4,182,180,2
974,12005357,2,12005357205,10,181,180,1
975,12005357,3,12005357305,5,182,180,2
976,12005357,4,12005357405,3,182,181,1
977,12005357,5,12005357505,9,181,180,1
978,12005357,6,12005357605,3,182,181,1
979,12005362,1,12005362105,6,180,180,0
980,12005362,2,12005362205,2,181,180,1
981,12005362,3,12005362305,5,182,181,1
982,12005362,4,12005362405,9,182,180,2
983,12005362,5,12005362505,3,181,180,1
984,12005362,6,12005362605,6,181,181,0
985,12005367,1,12005367105,4,181,180,1
986,12005367,2,12005367205,1,182,180,2
987,12005367,3,12005367305,3,182,181,1
988,12005367,4,12005367405,8,180,180,0
989,12005367,5,12005367505,2,181,181,0
990,12005367,6,12005367605,6,182,182,0
991,12005372,1,12005372105,5,182,181,1
992,12005372,2,12005372205,2,180,180,0
993,12005372,3,12005372305,4,182,180,2
994,12005372,4,12005372405,4,181,181,0
995,12005372,5,12005372505,1,182,179,3
996,12005372,6,12005372605,1,181,180,1
997,12005377,1,12005377105,6,182,181,1
998,12005377,2,12005377205,3,182,181,1
999,12005377,3,12005377305,7,181,180,1
1000,12005377,4,12005377405,2,181,181,0
1001,12005377,5,12005377505,4,182,181,1
1002,12005377,6,12005377605,5,182,181,1
1003,12005379,1,12005379105,3,181,180,1
1004,12005379,2,12005379205,0,180,180,0
1005,12005379,3,12005379305,10,182,180,2
1006,12005379,4,12005379405,4,182,181,1
1007,12005379,5,12005379505,3,180,180,0
1008,12005379,6,12005379605,10,181,181,0
1009,12005382,1,12005382105,3,180,180,0
1010,12005382,2,12005382205,0,181,180,1
1011,12005382,3,12005382305,7,182,180,2
1012,12005382,4,12005382405,7,180,180,0
1013,12005382,5,12005382505,10,181,181,0
1014,12005382,6,12005382605,7,182,181,1
1015,12005387,1,12005387105,1,182,180,2
1016,12005387,2,12005387205,2,180,180,0
1017,12005387,3,12005387305,4,181,181,0
1018,12005387,4,12005387405,3,181,180,1
1019,12005387,5,12005387505,3,182,180,2
1020,12005387,6,12005387605,2,180,180,0
1021,12005392,1,12005392105,7,180,180,0
1022,12005392,2,12005392205,1,180,180,0
1023,12005392,3,12005392305,2,181,180,1
1024,12005392,4,12005392405,1,182,181,1
1025,12005392,5,12005392505,9,182,182,0
1026,12005392,6,12005392605,2,181,180,1
1027,12005397,1,12005397105,6,181,180,1
1028,12005397,2,12005397205,4,182,180,2
1029,12005397,3,12005397305,3,181,180,1
1030,12005397,4,12005397405,3,182,181,1
1031,12005397,5,12005397505,4,182,180,2
1032,12005397,6,12005397605,5,181,180,1
1033,12005402,1,12005402105,5,182,180,2
1034,12005402,2,12005402205,4,181,180,1
1035,12005402,3,12005402305,3,182,181,1
1036,12005402,4,12005402405,4,181,180,1
1037,12005402,5,12005402505,3,182,180,2
1038,12005402,6,12005402605,6,181,180,1
1039,12005407,1,12005407105,9,182,181,1
1040,12005407,2,12005407205,3,181,180,1
1041,12005407,3,12005407305,4,182,180,2
1042,12005407,4,12005407405,3,181,180,1
1043,12005407,5,12005407505,4,182,180,2
1044,12005407,6,12005407605,5,181,180,1
1045,12005412,1,12005412105,6,181,180,1
1046,12005412,2,12005412205,4,182,180,2
1047,12005412,3,12005412305,3,182,181,1
1048,12005412,4,12005412405,4,181,180,1
1049,12005412,5,12005412505,3,182,180,2
1050,12005412,6,12005412605,9,182,181,1
1051,12005417,1,12005417105,2,181,181,0
1052,12005417,2,12005417205,4,181,181,0
1053,12005417,3,12005417305,2,182,181,1
1054,12005417,4,12005417405,10,180,180,0
1055,12005417,5,12005417505,6,180,179,1
1056,12005417,6,12005417605,2,181,180,1
1057,12005424,1,12005424105,3,181,181,0
1058,12005424,2,12005424205,3,181,181,0
1059,12005424,3,12005424305,1,180,179,1
1060,12005424,4,12005424405,10,180,180,0
1061,12005424,5,12005424505,4,180,179,1
1062,12005424,6,12005424605,3,182,180,2
1063,12005425,1,12005425105,6,180,179,1
1064,12005425,2,12005425205,4,181,180,1
1065,12005425,3,12005425305,2,181,181,0
1066,12005425,4,12005425405,4,180,179,1
1067,12005425,5,12005425505,8,181,179,2
1068,12005425,6,12005425605,6,182,181,1
1069,12005429,1,12005429105,9,180,179,1
1070,12005429,2,12005429205,2,181,180,1
1071,12005429,3,12005429305,2,181,179,2
1072,12005429,4,12005429405,3,181,180,1
1073,12005429,6,12005429605,7,180,179,1
1074,12005434,1,12005434105,6,181,180,1
1075,12005434,2,12005434205,6,180,180,0
1076,12005434,3,12005434305,0,182,180,2
1077,12005434,4,12005434405,1,182,181,1
1078,12005434,5,12005434505,1,181,180,1
1079,12005434,6,12005434605,1,180,180,0
1080,12005439,1,12005439105,10,182,182,0
1081,12005439,2,12005439205,4,180,180,0
1082,12005439,3,12005439305,2,181,180,1
1083,12005439,4,12005439405,2,181,181,0
1084,12005439,5,12005439505,1,182,180,2
1085,12005439,6,12005439605,4,182,181,1
1086,12005444,1,12005444105,2,180,180,0
1087,12005444,2,12005444205,2,181,180,1
1088,12005444,3,12005444305,4,182,181,1
1089,12005444,4,12005444405,4,182,182,0
1090,12005444,5,12005444505,2,181,180,1
1091,12005444,6,12005444605,4,181,181,0
1092,12005450,1,12005450105,3,181,181,0
1093,12005450,2,12005450205,2,183,181,2
1094,12005450,3,12005450305,4,182,182,0
1095,12005450,4,12005450405,4,182,181,1
1096,12005450,5,12005450505,3,183,182,1
1097,12005450,6,12005450605,2,182,182,0
1098,12005451,1,12005451105,6,181,180,1
1099,12005451,2,12005451205,2,182,181,1
1100,12005451,3,12005451305,2,182,181,1
1101,12005451,4,12005451405,2,182,181,1
1102,12005451,5,12005451505,5,180,180,0
1103,12005451,6,12005451605,10,181,179,2
